No.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226
,69,Noreste,Monterrey,19,Nuevo León,,,19033,Linares,,"78,745","78,593",-0.2%,"2,509",,425,"63,104",80.3%,30.15,32.78,"23,740","25,760",2.06,1.82,3.00,2.76,"2,361","2,167",3.65,3.47,27.15,30.02,"21,380","23,593",1.89,1.67,26.80,24.61,"21,101","19,338",1.90,1.63,13.71,18.09,"10,797","14,220",29.34,24.53,"23,107","19,276",19.37,18.67,"15,255","14,676",2.37,2.15,11.01,6.07,"8,668","4,774",2.61,2.61,39.28,36.69,"30,929","28,838",2.23,1.93,10.37,7.66,"8,167","6,022",3.33,2.77,11.68,17.22,"9,197","13,534",3.28,2.48,21.36,13.48,"16,821","10,594",2.65,2.31,56.95,57.38,"44,842","45,098",1.99,1.74,14.61,10.14,"11,503","7,968",3.56,3.37,43.86,50.87,"34,537","39,979",1.42,1.17,10.77,13.45,"8,483","10,572",1.87,1.55,7.79,12.63,"13,602.01","14,752.02",8.63,0.660,0.704,0.918,0.753,9,,,,,,9,207,,,,,,207,,4,1,,4,,9,,128,29,,50,,207,8,54,,,36,28,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,X,,2018 - 2021,2015,,1,1,,1,1,1
,70,Noreste,Monterrey,19,Nuevo León,31,11,19049,Santiago,,"38,720","40,649",5.0%,739,18.20,128,"36,840",90.6%,13.65,19.03,"5,285","7,735",2.21,1.74,0.85,0.96,331,390,3.50,3.31,12.80,18.07,"4,954","7,344",2.12,1.65,41.62,30.51,"16,115","12,401",1.80,1.49,3.70,9.22,"1,432","3,747",41.03,41.25,"15,888","16,766",15.09,16.08,"5,843","6,538",2.19,1.88,21.51,8.76,"8,330","3,560",2.47,2.41,41.80,35.47,"16,185","14,419",2.10,1.71,7.32,6.37,"2,835","2,590",3.12,2.32,5.80,4.42,"2,247","1,798",2.56,2.68,13.57,7.40,"5,253","3,010",2.68,2.28,55.27,49.54,"21,400","20,136",1.90,1.58,11.51,5.95,"4,455","2,420",3.42,3.28,17.35,28.25,"6,717","11,481",1.74,1.17,1.89,4.77,732,"1,940",2.35,1.57,9.21,12.29,"20,081.45","21,779.27",9.94,0.708,0.759,0.902,0.786,5,,29,,,,34,337,,216,,,,553,3,,2,,,29,34,263,,74,,,216,553,54,822,,4,,,5,,111,,7,,487,,,7,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,459",X,,2018 - 2021,2006,,1,1,2,1,1,1
,71,Pacífico Sur,Oaxaca,20,Oaxaca,,,20041,Huautla de Jiménez,,"15,171","14,551",-4.1%,148,,114,"10,528",72.4%,76.51,74.32,"11,607","10,814",3.74,3.12,41.03,37.05,"6,225","5,391",4.23,3.97,35.48,37.27,"5,382","5,423",3.17,2.27,17.18,15.29,"2,606","2,225",2.81,2.17,1.23,3.03,187,441,5.08,7.35,770,"1,070",40.15,28.88,"6,091","4,202",4.34,4.03,58.92,35.46,"8,939","5,160",4.00,3.50,73.43,72.72,"11,140","10,581",3.84,3.14,49.16,28.32,"7,459","4,121",4.25,4.06,79.65,63.69,"12,083","9,268",3.80,3.38,33.13,35.83,"5,026","5,213",4.27,3.80,93.69,89.61,"14,213","13,039",3.57,2.96,73.41,53.14,"11,137","7,732",4.06,3.85,77.74,77.35,"11,794","11,256",3.68,3.00,46.18,48.38,"7,006","7,039",3.95,3.42,4.30,10.90,"5,404.09","5,860.99",17.02,0.456,0.571,0.814,0.596,4,,,,4,,8,71,,,,59,,130,,,,,,8,8,,,,,,130,130,5,57,,106,34,,16,,,2,"30,694",,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,915",X, ,2019 - 2021,2015,,,,,1,1,0
,72,Pacífico Sur,Oaxaca,20,Oaxaca,,,20247,Capulálpam de Méndez,,"1,467","1,549",9.1%,37,,7,"1,318",82.5%,47.94,40.03,702,639,1.72,1.63,3.95,2.37,58,38,3.24,3.07,43.99,37.66,644,601,1.58,1.54,24.96,33.39,365,533,1.52,1.42,8.25,5.80,121,93,18.85,20.78,276,332,13.39,8.71,196,139,2.15,2.16,21.71,7.82,318,125,2.24,2.42,62.89,64.33,921,"1,027",1.69,1.56,18.01,10.65,264,170,2.44,2.50,2.46,13.10,36,209,2.91,2.24,1.85,7.89,27,126,3.08,2.23,72.90,73.42,"1,067","1,172",1.65,1.53,9.16,8.79,134,140,3.19,3.09,56.19,45.83,823,732,1.47,1.42,28.31,15.90,414,254,1.58,1.58,8.58,14.04,"9,438.25","10,236.23",9.23,0.731,0.651,0.910,0.757,2,,4,,4,,10,24,,34,,28,,86,,,,,,10,10,,,,,,86,86,1,8,,4,252,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,X,,2020 - 2021,2008,,1,1,,1,1,1
,73,Pacífico Sur,Oaxaca,20,Oaxaca,,,20298,San Pablo Villa de Mitla,,"11,825","12,511",5.8%,280,44.6 (HABITANTES POR Km2),9,"8,167",77.4%,69.90,75.02,"12,400","7,914",3.19,2.60,17.17,18.06,"3,046","1,906",3.83,3.52,52.73,56.95,"9,354","6,008",2.98,2.30,28.73,22.19,"5,096","2,341",2.64,2.19,0.08,0.99,14,105,1.29,1.80,229,190,35.46,31.93,"6,290","3,369",3.90,3.29,52.43,21.60,"9,301","2,279",3.30,3.17,94.87,91.07,"16,829","9,608",3.05,2.55,30.33,8.69,"5,380",917,3.99,3.69,74.22,61.49,"13,166","6,488",3.38,2.88,11.44,28.70,"2,030","3,028",4.29,3.29,98.63,97.21,"17,496","10,256",3.03,2.50,64.19,45.27,"11,387","4,776",3.67,3.42,69.98,76.01,"12,413","8,019",3.19,2.56,20.50,30.98,"3,637","3,269",3.51,2.78,5.89,10.51,"7,281.04","7,896.62",15.14,0.524,0.614,0.837,0.646,8,,,,,,8,109,,,,,,109,,1,,,,7,8,,23,,,,86,109,18,8,,16,"7,069",,4,,6,,,,,,58,377,,,,14,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,562",X,,2019-2021,2015,1,1,1,"4,920 hectáreas",1,1,0
,74,Pacífico Sur,Oaxaca,20,Oaxaca,,,20339,San Pedro y San Pablo Teposcolula,,"3,989","4,016",6.7%,179,,24,"1,737",41.9%,69.69,62.36,"2,745","2,582",2.59,2.33,24.21,15.99,543,662,3.56,3.41,43.30,46.37,"1,792","1,920",2.07,1.96,18.80,24.98,740,"1,034",2.02,1.79,3.82,2.82,151,117,7.69,9.84,303,408,22.05,18.40,868,762,3.15,2.84,51.15,13.61,"2,015",564,2.93,2.75,72.25,69.94,"2,846","2,896",2.59,2.21,21.30,19.20,"1,156",765,3.40,3.25,41.60,55.90,"2,260","2,165",3.16,2.75,16.70,17.00,907,656,3.48,3.16,88.49,87.34,"3,486","3,617",2.47,2.18,39.23,30.86,"1,545","1,278",3.51,3.36,73.52,65.18,"2,896","2,699",2.46,2.23,46.51,32.61,"1,832","1,350",2.61,2.49,7.18,13.88,"8,197.87","8,890.97",14.45,0.665,0.631,0.846,0.708,4,,,,,,4,44,,,,,,44,1,,,,,3,4,,,,,,11,11,2,2,,176,53,,5,,,,7,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,X,,2019 - 2021,2015,,No,No,No,1,1,0
,75,Pacífico Sur,Oaxaca,20,Oaxaca,,,20439,Santa María Tonameca (Mazunte),,"28,540","35,088",22.9%,521,"67,347.41",107,901,2.5%,74.86,69.68,"21,366","24,449",3.57,3.12,36.37,19.68,"10,379","6,905",3.89,3.68,38.49,50.00,"10,986","17,544",3.27,2.91,24.18,28.83,"6,902","10,115",2.83,2.74,0.06,0.19,16,68,0.90,1.30,256,456,49.26,37.91,"14,060","13,302",4.00,3.70,21.28,9.58,"6,073","3,363",4.07,3.81,97.39,94.28,"27,796","33,082",3.40,3.04,54.54,21.14,"15,566","7,419",3.95,4.16,84.23,86.92,"24,040","30,497",3.64,3.16,28.83,47.02,"8,229","16,499",4.36,3.67,99.05,98.51,"28,268","34,564",3.39,3.01,78.59,65.25,"22,429","22,894",3.81,3.60,74.92,69.87,"21,382","24,517",3.57,3.12,39.50,25.09,"11,274","8,802",3.73,3.30,3.91,9.94,"3,680.82","3,992.02",15.36,0.415,0.516,0.835,0.564,37,0,142,0,96,0,275,445,0,700,0,391,0,"1,536",0,0,4,9,12,250,275,0,0,87,135,156,"1,158","1,536",12,6,7,67,"12,333",,,,,,,,,,,12,,,,12,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,468",X,,2019-2021,2015,,1,1,,1,1,1
,76,Centro,Ciudad de México,21,Puebla,,,21019,Atlixco,,"133,079","134,720",1.2%,293,,131,"86,690",64.3%,56.04,59.42,"74,578","80,049",2.67,2.28,12.80,10.09,"17,028","13,593",3.85,3.53,43.25,49.33,"57,550","66,456",2.32,2.03,23.92,21.66,"31,827","29,176",2.12,1.99,6.97,7.96,"9,274","10,729",13.08,10.96,"17,400","14,766",23.36,21.68,"31,092","29,211",3.39,3.02,41.07,24.22,"54,654","32,624",3.06,2.87,71.66,70.21,"95,361","94,586",2.63,2.30,12.80,10.70,"17,031","14,413",3.94,3.34,29.69,27.97,"39,508","37,681",3.41,3.06,21.76,24.13,"28,952","32,512",3.43,2.85,79.96,81.08,"106,405","109,225",2.51,2.21,34.19,28.34,"45,495","38,173",3.68,3.44,63.01,67.38,"83,851","90,778",2.37,2.01,21.68,25.73,"28,855","34,661",2.89,2.26,8.04,12.31,"12,216.71","13,249.59",18.24,0.662,0.688,0.799,0.714,49,3,4,,,2,58,942,39,21,,,6,"1,008",12,7,8,8,7,16,58,175,398,110,109,96,120,"1,008",45,"12,973",48,153,87,68,10,27,22,109,80,77,40,,22,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,761",X,,2018 - 2021,2015,,,1,,1,1,1
,77,Centro,Ciudad de México,21,Puebla,,,21043,Cuetzalan del Progreso,,"43,241","47,446",9.7%,182,,161,"5,957",12.6%,79.00,74.21,"34,159","35,208",3.43,2.88,32.34,21.68,"13,982","10,287",4.08,3.61,46.66,52.52,"20,176","24,921",2.98,2.58,19.26,24.26,"8,330","11,512",2.88,2.47,0.53,0.41,229,196,1.21,1.12,524,531,33.20,28.51,"14,356","13,528",4.23,3.57,39.13,11.96,"16,921","5,675",4.14,3.90,91.14,86.38,"39,412","40,985",3.44,2.88,49.52,30.28,"21,412","14,365",4.09,3.70,79.78,87.13,"34,498","41,338",3.56,2.92,33.61,29.25,"14,531","13,879",4.51,3.68,98.26,98.47,"42,488","46,720",3.32,2.78,70.91,56.22,"30,660","26,673",3.95,3.54,79.53,74.62,"34,388","35,403",3.41,2.86,40.32,34.32,"17,434","16,283",3.61,2.96,5.22,11.31,"4,420.62","4,794.37",18.89,0.512,0.543,0.791,0.603,32,,13,,15,,60,541,,93,,106,,740,2,,16,8,15,19,60,38,,259,74,256,113,740,19,"38,414",,3,8,,,,279,12,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,724",X, ,2018 - 2021,2002,1,1,1,,1,1,1
,78,Centro,Ciudad de México,21,Puebla,,,21053,Chignahuapan,,"66,667","61,172",-8.2%,760,,157,"19,608",32.1%,68.52,73.20,"45,678","44,777",2.64,1.91,15.86,8.29,"10,571","5,070",3.67,3.34,52.66,64.91,"35,108","39,707",2.32,1.73,24.24,19.81,"16,158","12,120",2.40,1.72,3.67,3.48,"2,449","2,131",3.57,3.50,"2,382","2,144",30.81,24.28,"20,540","14,854",3.33,2.54,29.08,10.99,"19,388","6,723",3.15,2.64,86.44,84.96,"57,629","51,971",2.64,1.90,18.05,8.37,"12,031","5,120",3.69,3.13,50.74,26.76,"33,828","16,372",3.14,2.75,23.65,18.55,"15,770","11,346",3.70,2.78,92.75,93.01,"61,837","56,897",2.57,1.87,43.64,21.14,"29,096","12,929",3.60,3.28,72.19,76.68,"48,127","46,908",2.50,1.82,30.09,31.73,"20,060","19,412",2.67,1.95,5.41,11.37,"6,405.52","6,947.08",18.43,0.522,0.596,0.797,0.628,37,6,12,,1,,56,753,107,99,,10,,969,2,3,15,17,6,13,56,60,96,299,279,65,170,969,52,624,,40,5,,,,204,16,40,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,X, ,2018 - 2021,2012,,,,,1,1,1
,79,Centro,Ciudad de México,21,Puebla,,,21071,Huauchinango,,"103,645","98,031",-5.4%,251,,71,"56,206",57.3%,66.08,63.19,"68,493","61,947",3.07,2.11,19.93,9.82,"20,660","9,626",4.19,3.46,46.15,53.37,"47,834","52,320",2.59,1.86,19.40,20.37,"20,105","19,971",2.35,1.86,4.65,6.06,"4,816","5,941",9.87,10.38,"10,230","10,172",23.98,20.07,"24,850","19,679",3.92,2.90,35.24,14.45,"36,525","14,168",3.69,2.73,78.11,75.72,"80,958","74,231",3.03,2.09,33.92,20.73,"35,156","20,321",4.13,3.11,37.54,25.27,"38,909","24,772",3.96,2.97,39.84,14.98,"41,293","14,688",3.95,2.87,85.48,83.56,"88,599","81,918",2.91,2.05,45.93,24.67,"47,608","24,180",4.05,3.40,70.73,69.25,"73,310","67,888",2.87,1.93,28.62,27.51,"29,668","26,973",3.38,2.18,7.10,12.61,"8,640.15","9,370.65",17.31,0.630,0.639,0.811,0.688,28,5,10,,,,43,582,84,29,,,,695,,5,10,9,11,8,43,,239,135,53,154,114,695,20,"33,370",,3,99,,56,,"4,180",,,,10,,,,24,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,790",X, ,2018 - 2021,2015,,,,1,1,1,0
,80,Centro,Ciudad de México,21,Puebla,,,21109,Pahuatlán,,"19,475","19,392",-0.4%,98,,34,"3,523",18.2%,78.66,79.00,"15,319","15,320",3.20,2.42,28.18,17.84,"5,488","3,459",4.01,3.49,50.48,61.16,"9,830","11,861",2.75,2.11,19.65,17.55,"3,826","3,404",2.86,2.22,0.61,1.62,118,314,1.09,1.83,212,355,37.33,32.80,"7,270","6,360",3.94,3.03,38.99,6.50,"7,593","1,261",4.01,3.40,92.82,82.76,"18,078","16,049",3.17,2.43,32.44,20.96,"6,318","4,064",4.22,3.47,74.47,61.80,"14,502","11,984",3.51,2.87,31.78,25.51,"6,188","4,947",4.18,3.32,98.31,96.55,"19,145","18,724",3.13,2.39,64.43,40.86,"12,548","7,924",3.88,3.44,79.26,80.62,"15,437","15,633",3.17,2.37,38.67,38.87,"7,531","7,537",3.39,2.47,4.09,11.83,"4,778.36","5,182.36",20.77,0.463,0.554,0.768,0.582,6,,2,,1,,9,94,,19,,16,,129,,,2,1,,6,9,,,48,18,,63,129,5,"5,784",,18,8,,"6,835",,56,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,709",X,,2018 - 2021,2012,,,,,1,1,0
,81 A,Centro,Ciudad de México,21,Puebla,34,5,21119,San Andrés Cholula,,"127,496","156,754",22.9%,63,41.30,13,"39,964",25.5%,63.25,39.70,"80,642","62,224",3.12,2.11,16.61,3.50,"21,175","5,490",3.71,3.42,46.64,36.19,"59,467","56,734",2.90,1.99,30.28,39.51,"38,600","61,936",2.62,1.73,0.91,2.85,"1,160","4,460",5.56,17.95,"7,094","28,134",21.76,13.68,"27,738","21,444",4.01,2.87,56.97,26.00,"72,631","40,759",3.56,2.53,75.43,71.91,"96,171","112,715",3.31,1.98,8.36,7.02,"10,654","10,997",4.33,3.12,87.44,13.92,"111,482","21,827",3.04,2.94,26.54,19.68,"33,844","30,850",4.07,2.68,93.53,79.21,"119,242","124,160",2.96,1.92,63.46,19.13,"80,906","29,991",3.62,3.32,64.16,42.54,"81,802","66,684",3.07,1.97,20.93,10.28,"26,691","16,111",3.29,2.19,8.44,13.05,"11,324.70","12,282.17",13.72,0.699,0.677,0.855,0.740,14,5,,,,,19,746,334,,,,,"1,080",1,8,3,2,1,4,19,252,481,135,40,2,170,"1,080",68,"10,159",195,314,231,,,,798,,154,,15,16,,,,,,,,,50,,,,,,,,72,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,"12,012",X, ,2018 - 2021,2012,1,1,1,,1,1,0
,81 B,Centro,Ciudad de México,21,Puebla,34,3,21140,San Pedro Cholula,,"122,895","123,037",0.1%,77,41.20,18,"87,897",71.4%,47.49,53.29,"58,365","65,569",2.89,2.07,11.74,7.28,"14,427","8,958",3.80,3.55,35.75,46.01,"43,937","56,611",2.59,1.84,27.36,21.75,"33,619","26,758",2.18,1.73,5.93,8.82,"7,283","10,851",19.23,16.14,"23,628","19,860",17.76,14.47,"21,820","17,797",3.58,2.79,45.71,24.97,"56,173","30,728",3.10,2.56,64.33,65.91,"79,062","81,095",2.84,2.06,8.87,9.01,"10,899","11,082",4.27,3.34,38.03,14.50,"46,734","17,840",3.22,3.05,22.10,19.35,"27,159","23,807",3.68,2.74,74.85,75.04,"91,984","92,327",2.63,1.98,36.67,18.12,"45,068","22,295",3.67,3.44,53.42,62.11,"65,648","76,420",2.57,1.78,17.52,23.53,"21,531","28,948",3.05,2.09,9.32,12.88,"15,108.82","16,386.22",15.27,0.729,0.719,0.836,0.760,27,6,,,,,33,513,198,,,,,711,4,15,4,,4,6,33,35,387,52,,39,198,711,32,"3,039",6,,87,,27,,567,,223,,,32,,32,,,,,,,,36,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,129",X, ,2018 - 2021,2012,,2,2,,1,1,0
,82,Centro,Ciudad de México,21,Puebla,,,21186,Tlatlauquitepec,,"56,012","49,118",-12.3%,294,,91,"9,047",18.4%,70.84,70.15,"39,681","34,457",2.84,2.15,19.48,11.88,"10,913","5,835",3.79,3.38,51.36,58.27,"28,768","28,622",2.48,1.90,21.16,19.94,"11,850","9,795",2.48,1.88,2.24,3.01,"1,257","1,479",5.75,6.90,"3,223","3,387",26.02,21.02,"14,574","10,323",3.61,2.89,37.51,11.92,"21,008","5,855",3.41,2.81,84.86,81.10,"47,534","39,835",2.84,2.12,23.93,11.82,"13,405","5,805",4.02,3.25,48.83,44.90,"27,352","22,052",3.38,2.69,32.96,17.65,"18,462","8,668",3.81,3.00,92.00,90.09,"51,532","44,252",2.76,2.09,48.95,27.37,"27,420","13,441",3.75,3.33,73.09,73.16,"40,938","35,936",2.76,2.06,31.79,33.54,"17,805","16,474",2.96,2.23,6.14,12.31,"7,708.96","8,360.73",14.91,0.579,0.622,0.840,0.671,11,3,,,1,1,16,142,53,,,11,25,231,,,4,3,1,8,16,,,74,43,10,104,231,10,"17,562",,23,26,9,27,,32,22,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,709",X, ,2018 - 2021,2012,,,,,1,1,0
,83,Centro,Ciudad de México,21,Puebla,,,21197,Xicotepec,,"76,053","84,701",11.4%,313,,94,"39,803",47.0%,75.38,68.51,"57,328","58,031",2.96,2.18,22.68,10.15,"17,251","8,597",3.82,3.46,52.70,58.36,"40,077","49,435",2.59,1.96,19.16,24.00,"14,571","20,328",2.56,1.97,2.65,3.00,"2,018","2,543",2.81,4.48,"2,136","3,799",28.94,24.21,"22,011","20,509",3.73,2.95,43.23,15.38,"32,881","13,023",3.34,2.97,88.34,83.75,"67,182","70,933",2.96,2.17,33.47,21.74,"25,459","18,418",3.76,3.10,38.93,29.39,"29,604","24,897",3.62,3.01,39.43,22.28,"29,987","18,874",3.72,2.94,94.54,92.51,"71,899","78,359",2.88,2.13,53.94,30.67,"41,025","25,976",3.76,3.39,78.03,71.52,"59,346","60,574",2.86,2.09,34.11,27.24,"25,944","23,076",3.10,2.24,6.00,12.20,"6,764.98","7,336.94",18.72,0.570,0.604,0.793,0.648,17,1,1,,1,,20,404,22,7,,22,,455,,3,6,1,4,6,20,,101,162,12,84,96,455,24,"6,267",60,14,24,,485,,"2,813",,48,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,801",X,,2018 - 2021,2012,1,1,1,,1,1,0
,84,Centro,Ciudad de México,21,Puebla,,,21208,Zacatlán,,"91,314","84,716",-7.2%,489,,97,"33,736",39.8%,70.11,66.61,"64,020","56,430",2.79,2.13,15.42,9.33,"14,076","7,905",3.98,3.43,54.69,57.28,"49,944","48,525",2.45,1.91,21.78,23.59,"19,886","19,981",2.55,1.92,2.65,3.64,"2,420","3,080",5.46,6.17,"4,988","5,225",26.11,21.81,"23,845","18,476",3.80,2.91,39.03,12.30,"35,641","10,420",3.55,2.76,82.96,80.97,"75,756","68,597",2.80,2.10,26.31,18.35,"24,028","15,544",3.97,3.23,41.38,36.93,"37,784","31,286",3.73,2.80,35.34,16.54,"32,274","14,009",3.84,2.93,91.89,90.20,"83,906","76,411",2.73,2.07,45.76,26.94,"41,782","22,823",3.92,3.38,72.76,70.25,"66,440","59,510",2.69,2.02,26.73,27.41,"24,408","23,217",2.94,2.18,6.40,12.72,"8,496.50","9,214.85",19.27,0.601,0.636,0.786,0.670,44,,33,3,1,,81,859,,272,11,10,,"1,152",,5,28,14,11,23,81,,95,583,155,111,208,"1,152",20,"13,814",5,28,51,,109,,"3,450",24,18,,,36,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,543",X,,2018 - 2021,2011,,2,3,1,1,1,1
,85,Centro,Ciudad de México,22,Querétaro,,,22001,Amealco de Bonfil,,"73,391","60,063",-18.2%,713,,159,"7,698",12.8%,69.24,61.92,"50,815","37,189",2.56,2.62,21.42,15.07,"15,720","9,053",3.65,3.57,47.82,46.84,"35,095","28,136",2.07,2.31,26.57,32.73,"19,497","19,660",1.92,2.16,0.93,1.63,685,980,3.26,3.72,"2,393","2,233",28.54,31.11,"20,942","18,684",3.14,3.23,15.98,10.62,"11,728","6,381",3.14,3.48,88.48,84.14,"64,933","50,536",2.44,2.54,14.61,15.97,"10,721","9,594",3.96,3.82,46.00,56.21,"33,758","33,762",3.12,3.07,34.56,34.72,"25,366","20,855",3.39,3.34,95.81,94.65,"70,313","56,850",2.38,2.46,39.85,43.21,"29,246","25,954",3.57,3.54,70.17,63.55,"51,501","38,169",2.53,2.55,36.34,24.20,"26,672","14,534",2.82,2.83,5.19,10.88,"6,088.78","6,603.57",19.80,0.501,0.589,0.780,0.612,5,,4,,,,9,226,,20,,,,246,,1,,2,1,5,9,,124,,78,14,30,246,86,124,,4,,,"19,496",,,224,,5,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,"19,877",,X,SIN DOCUMENTO,2018,,2,2,,1,1,1
,86,Centro,Ciudad de México,22,Querétaro,,,22004,Cadereyta de Montes,,"79,120","77,942",-1.5%,"1,348",,243,"13,347",17.1%,70.42,51.84,"55,717","40,405",2.42,2.52,18.02,9.36,"14,257","7,296",3.54,3.49,52.40,42.48,"41,460","33,109",2.04,2.30,25.20,40.09,"19,942","31,248",1.98,2.10,1.19,2.41,944,"1,877",3.18,5.66,"2,518","4,413",26.93,25.69,"21,305","20,026",3.03,3.15,14.13,10.77,"11,183","8,393",3.08,3.19,90.21,83.16,"71,374","64,815",2.35,2.39,13.72,17.53,"10,854","13,661",3.63,3.47,48.28,51.82,"38,200","40,388",2.95,2.96,27.14,25.97,"21,475","20,244",3.30,3.25,95.63,91.93,"75,659","71,652",2.30,2.34,36.19,37.69,"28,635","29,374",3.46,3.46,71.61,54.25,"56,660","42,282",2.38,2.41,35.57,15.97,"28,146","12,444",2.62,2.71,5.71,11.23,"6,948.07","7,535.51",16.48,0.533,0.607,0.821,0.643,16,,6,,,,22,323,,26,,,,349,3,,1,3,,15,22,35,,7,111,,196,349,68,114,,10,60,20,"4,444",,4,12,,,4,15,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,686",X,,2018-2023,2011,,1,0,,1,1,1
,87,Centro,Ciudad de México,22,Querétaro,,,22007,Ezequiel Montes (Bernal),,"44,719","40,018",-10.5%,300,,139,"3,965",9.9%,60.05,51.28,"26,854","20,520",2.21,2.14,8.97,5.21,"4,013","2,086",3.57,3.49,51.08,46.06,"22,841","18,434",1.97,1.99,32.99,36.81,"14,752","14,730",1.90,1.92,2.42,4.19,"1,084","1,676",4.54,7.73,"2,029","3,092",28.96,24.08,"12,953","9,636",2.75,2.79,26.59,19.06,"11,889","7,628",2.57,2.67,87.10,80.42,"38,949","32,182",2.14,2.11,12.11,13.99,"5,417","5,599",3.44,3.27,18.09,26.32,"8,088","10,532",3.29,2.97,22.41,16.63,"10,020","6,655",3.13,3.05,93.04,88.09,"41,606","35,250",2.10,2.05,26.87,24.40,"12,018","9,766",3.44,3.44,62.47,55.47,"27,938","22,196",2.12,1.98,21.35,13.89,"9,547","5,558",2.39,2.22,5.87,11.43,"9,401.65","10,196.52",11.55,0.545,0.651,0.882,0.679,65,1,10,,,,76,763,5,43,,,,811,2,5,9,15,25,20,76,25,62,108,261,196,159,811,82,45,,9,12,,549,,,,,,,,3,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,X,,2018 - 2021,2005,,3,3,,1,1,0
